"x"
1982838.93154814
1982815.4178748
1982746.48345183
1982753.08847566
1982850.01075095
1982852.45759175
1982780.68421298
1982901.68199273
1982653.78783944
1982773.27494142
1982837.07811819
1982748.28849133
1982723.03648393
1982733.84537134
1982814.00629225
1982783.37000327
1982776.15633235
1982835.11021601
1982822.47311641
1982832.09283854
1982803.90631162
1982862.45548898
1982751.496457
1982773.32828328
1982707.25976417
1982808.00805006
1982812.33328375
1982754.83180723
1982709.53723892
1982800.57515972
1982871.14828097
1982805.83858964
1982820.15000242
1982757.06923727
1982713.50588416
1982798.89606712
1982748.55599284
1982752.2893892
1982836.05963606
1982759.40374598
1982957.33453626
1982825.15355468
1982800.94866229
1982714.53832868
1982875.53047844
1982813.69603179
1982795.97448179
1982865.90012546
1982799.12068719
1982810.16560673
1982802.10822794
1982817.19892574
1982760.26780911
1982843.0390787
1982789.40595604
1982716.67823194
1982846.53199791
1982735.99106874
1982787.31165177
1982820.30083831
1982823.2875589
1982844.89285364
1982832.16763653
1982855.01079379
1982753.90527388
1982755.20428475
1982686.36725136
1982773.29446455
1982680.95754939
1982817.49757108
1982886.8450222
1982780.1524836
1982848.08385819
1982784.43281367
1982781.28498786
1982721.86321678
1982907.18290985
1982802.75398463
1982831.17113486
1982812.81055041
1982725.33586617
1982805.61726418
1982704.7304016
1982838.0556633
1982842.32128301
1982750.09012059
1982721.51043748
1982833.52383925
1982616.25161899
1982820.41601124
1982819.97892303
1982780.14749828
1982739.81840346
1982766.56693758
1982787.75432701
1982779.83491712
1982795.99443197
1982745.28836243
1982816.53856007
1982764.20568026
1982741.83951305
1982848.46966943
1982806.25166887
1982778.51578151
1982800.99171001
1982769.35432371
1982739.04315886
1982806.96678079
1982742.32869588
1982791.90030096
1982772.56881097
1982819.97798309
1982812.54939668
1982671.9722809
1982748.10577093
1982709.02077055
1982748.61521792
1982781.23490169
1982817.25761395
1982738.2892273
1982690.30480644
1982754.36871609
1982793.05507256
1982823.28155735
1982788.02005972
1982810.89131071
1982803.952909
1982777.80712872
1982842.42557381
1982870.52516781
1982767.32783034
1982742.11052185
1982730.35510527
1982738.30228527
1982760.49021633
1982832.40528325
1982724.20073789
1982807.45299002
1982850.77202611
1982741.84760034
1982799.45367806
1982753.0241614
1982737.49073404
1982715.02344692
1982790.11898448
1982650.30759915
1982870.5371082
1982807.45615658
1982770.15318636
1982832.12108474
1982765.79685466
1982798.99421748
1982721.97353558
1982840.26109558
1982822.36811072
1982732.79365186
1982785.41675802
1982794.85164857
1982750.71178262
1982869.56664667
1982737.23052456
1982805.85435276
1982846.02000304
1982800.94479975
1982844.47196499
1982694.25452825
1982836.53393387
1982686.49732976
1982883.55594022
1982850.6166825
1982807.68662338
1982821.73508676
1982751.38037713
1982802.31953062
1982821.93146968
1982762.30612759
1982814.1558292
1982849.51876081
1982836.81216318
1982802.00287152
1982804.61561836
1982728.34080589
1982713.11854483
1982823.65743223
1982838.32269217
1982730.97714843
1982777.93184779
1982834.80650048
1982910.01152903
1982755.60353088
1982836.9542361
1982777.50146925
1982758.37124309
1982744.72405009
1982874.52144715
1982831.85000503
1982865.79693512
1982794.78276632
1982842.08865802
1982677.15374218
1982812.11921311
1982606.25599642
1982745.53424133
1982814.43457793
1982804.46419103
1982748.30636184
1982779.89732702
1982870.41162045
1982850.04651714
1982771.44855061
1982767.9603538
1982885.63967729
1982814.11281893
1982839.67907586
1982832.86782805
1982783.74364061
1982764.07597591
1982787.7295516
1982760.77077334
1982818.69871689
1982803.74403704
1982726.24148191
1982766.7194013
1982779.78860982
1982743.01318241
1982815.76748191
1982788.5277775
1982794.12745883
1982722.49095688
1982770.42826491
1982765.37123988
1982758.74809716
1982856.84255926
1982745.65768863
1982699.84605292
1982751.14684871
1982875.66190142
1982809.1931756
1982763.60586455
1982798.27030172
1982882.6339383
1982870.79368414
1982748.35717533
1982885.72016636
1982731.90254486
1982774.55261287
1982771.24263173
1982814.62596165
1982843.07553411
1982735.53423033
1982828.70455212
1982612.28770466
1982704.19102914
1982744.81088609
1982758.33813603
1982761.30775875
1982857.127013
1982806.64098587
1982798.61450976
1982723.68329748
1982825.17240196
1982798.24300311
1982834.88097742
1982799.52592891
1982815.80305847
1982803.90017805
1982657.87615008
1982798.50890435
1982789.92851841
1982755.29958104
1982737.51888571
1982794.89970854
1982812.1259602
1982819.5738783
1982788.71153728
1982872.41012993
1982747.00923657
1982737.48196165
1982847.89027125
1982776.78961424
1982711.91027398
1982840.32335001
1982839.12565719
1982681.5812428
1982767.58122324
1982811.50525978
1982785.27224887
1982731.85967186
1982729.82060017
1982751.39034209
1982820.01325034
1982798.48759171
1982803.9037746
1982771.0553882
1982748.27411185
1982818.49192527
1982783.14151491
1982759.72838974
1982810.91250781
1982788.4534279
1982783.72306795
1982784.92415358
1982788.15379643
1982785.53284089
1982819.54519811
1982822.11637011
1982763.84776933
1982742.09470639
1982792.79871265
1982772.50524858
1982774.3314679
1982753.6578883
1982741.58234556
1982779.85369786
1982784.8876855
1982803.17941204
1982812.47052481
1982689.76167263
1982703.44787987
1982801.83228974
1982778.02641881
1982840.69022007
1982765.95910812
1982810.38529933
1982729.65805227
1982689.68707777
1982719.02443482
1982861.29469114
1982810.57984823
1982863.63548028
1982824.72300714
1982746.902687
1982700.17798298
1982731.02076109
1982730.50826667
1982779.7020607
1982882.12556097
1982779.30540565
1982932.39664735
1982811.44341266
1982837.86860069
1982783.47210609
1982812.01105058
1982843.0483661
1982764.27692542
1982741.82954175
1982784.72628114
1982842.73828208
1982793.75975901
1982879.46599823
1982780.32629568
1982866.51078233
1982792.7038589
1982718.22631458
1982793.89057576
1982742.22824422
1982734.56723759
1982759.83908635
1982774.33579828
1982794.36111486
1982835.58985303
1982803.90451225
1982778.09512354
1982834.78472684
1982772.60804675
1982747.47128374
1982802.01772514
1982833.77653125
1982840.04810056
1982784.42065668
1982756.67266537
1982755.42348079
1982789.74744426
1982827.3794842
1982754.11925189
1982853.2474823
1982799.85956836
1982685.3576283
1982779.47788836
1982808.98215112
1982802.96139608
1982785.88688845
1982802.34119822
1982783.07583105
1982794.4088396
1982717.60681854
1982690.40578241
1982777.42890076
1982765.89708037
1982821.92217883
1982862.0861582
1982899.69552172
1982740.93517291
1982776.43050878
1982821.51861577
1982680.1812932
1982734.6816063
1982891.94259683
1982773.86789971
1982731.55058954
1982801.51898382
1982914.53245913
1982734.26149802
1982696.9574015
1982753.01707231
1982705.87879202
1982840.0797489
1982789.01174373
1982764.090863
1982829.04055688
1982840.66297131
1982704.59835587
1982813.03915373
1982855.99707317
1982933.32484087
1982880.94640727
1982803.15500568
1982834.75118229
1982847.56230963
1982746.57808935
1982869.2054154
1982844.72130257
1982771.04192208
1982754.59424252
1982846.62884393
1982890.88357097
1982834.6003166
1982787.8975681
1982757.16401193
1982770.70658554
1982815.59494447
1982890.24508728
1982810.12884874
1982723.71129235
1982798.24124159
1982853.67627289
1982762.23216732
1982737.24152237
1982803.39310262
1982762.98459975
1982873.83460021
1982814.09908505
1982831.69196469
1982825.78471833
1982748.10214457
1982816.85044391
1982868.43917023
