"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
0.145901065819146,0.203730785267885,0.188000476810559,0.0498464478264565,0.1056009289058,0.274045253005846,0.116493045811662,0.385076605444955,0.022406612959239,0.145255570456146,0.370339442418127,0.100880546138973,0.0882658415237541,0.122035127624045,0.36468200224792,0.0577687301589423,0.0939937186789745,0.22185190537142,0.00827070904275289,0.0312949090871081,0.0704054628185012,0.175661954767122
0.106550821829033,0.141231817786829,0.121699696036112,0.111607854438816,0.0867004245025524,0.296532289582552,0.057506208302034,0.18644561589496,0.0381177550720843,0.242165798794662,0.286814913686583,0.0902323288435486,0.0331558525803299,0.199652915503001,0.181121700048605,0.167388569422884,0.233172492243164,0.1197772947373,0.00707580524628823,0.0812688746891138,0.0180654405091853,0.123534317361358
0.155282129077551,0.0133026840805532,0.275203489874008,0.0756646910765304,0.103992723890917,0.351015060063181,0.0357202247880929,0.186031907492591,0.0856655429525355,0.179392447653026,0.294830291570649,0.0357929969411439,0.158850812368556,0.0965150917702812,0.220660388501496,0.192603328417279,0.171579197428278,0.134816995207692,0.0664917533290618,0.0490589872373141,0.0411130566446676,0.30041129264596
0.117981912702917,0.0780703230005251,0.172242922924384,0.0979009736738266,0.0214874059311493,0.164003634105523,0.137869255994506,0.276737309658494,0.0127251016954905,0.245420225197503,0.309849970911024,0.183058440126681,0.184408820853845,0.150308624373348,0.17615323250623,0.149782884487077,0.262052665075424,0.297722186400329,0.0421163179222734,0.0709576449056765,0.0195730710517139,0.273659173505228
0.140542565411587,0.155588533008246,0.0684429835589404,0.173251828210888,0.111589636139612,0.155825169617974,0.0570322992851607,0.487694708271412,0.0337042143845317,0.137382122369991,0.271937622055447,0.0459471024717677,0.0710336207690588,0.157945432384436,0.333184564421706,0.103472402446317,0.0855156257115472,0.195490135923586,0.0408440740776001,0.0448843308931824,0.0191076316435402,0.114058124979921
0.157801051918746,0.0709402929001175,0.147334460554241,0.0639769228964676,0.151673291007715,0.276075768826375,0.0264005692807072,0.340331921457165,0.028608779576898,0.268334258249962,0.416222949927586,0.118359881421435,0.0503417665831729,0.0876728424837119,0.346842119323437,0.12983501997084,0.265188990758082,0.208072949782985,0.0115683391783459,0.161838552945363,0.0674841906439985,0.203589241909241
0.0628453642081779,0.0733492866336756,0.179457537945061,0.138368703834081,0.0427512582051972,0.318241491597211,0.128507759482258,0.279161066519913,0.0293494956387339,0.296451076195199,0.301901570800776,0.228368737295163,0.159263272274819,0.135478801777668,0.281411144042943,0.0723339068748279,0.0443067617377489,0.115773340936401,0.0609774586154408,0.0786579049409598,0.09764614554639,0.271700193577206
0.106010031013742,0.0147087622367991,0.159901059294199,0.0716087738566235,0.0677285954444001,0.200874110730519,0.0558345802535012,0.288688271393524,0.0314746963439046,0.230325829020466,0.301679790402739,0.184776300827864,0.152638755909157,0.129628143067374,0.275704572281939,0.189211010935094,0.261838902991122,0.154579514300368,0.0388895601453771,0.0156179858757242,0.0314524957909952,0.111205702844026
0.119229194611111,0.124967389672055,0.32130982362855,0.141523931708633,0.115455798596427,0.158033191088787,0.0610538749709889,0.497141729323516,0.0540007215376977,0.15108460771738,0.339634540893484,0.152692433176877,0.0501898853750414,0.170911525021344,0.45774467603066,0.107993298063317,0.26440065992967,0.220158970021321,0.0707074150123342,0.10576747117802,0.102081721086597,0.186832266527423
0.179733634165323,0.0573162570142812,0.360380402908838,0.0373672127341244,0.0603702049120642,0.153660253124997,0.0734693266128232,0.314963851738365,0.0968203259496453,0.276386820694694,0.417635606130659,0.0419582954387648,0.0512922987983903,0.138410365043456,0.428186102700263,0.129624278759808,0.0676837652317573,0.175602375830903,0.0279478929295791,0.0457185750894185,0.0298515746103606,0.142763928905484
0.185924503552479,0.191440518325265,0.163623211122599,0.056946141415971,0.198894395121975,0.177920774444371,0.121559001368039,0.228923236556367,0.0322961688147042,0.237067472782389,0.231942778913271,0.155126430795304,0.137574314967284,0.0962118335082088,0.322890039428882,0.161275750230033,0.26102823170921,0.219710205932868,0.0100014649589292,0.0807288908668378,0.0673303918769288,0.201156948871686
0.0875984532963032,0.0995630005627705,0.270608230910422,0.0652918505968039,0.0294488717988968,0.13132665769011,0.0804659872249528,0.334780263650926,0.040455399802237,0.181515053870774,0.246898304288153,0.0303162353845251,0.0422276459637615,0.132460337362042,0.324676018971411,0.183060954365998,0.179669866260268,0.132515262547897,0.0117933179221624,0.136643325258497,0.0620543295331682,0.168602601755669
0.129366472428268,0.0569265058442855,0.0918050326732248,0.0259250759768461,0.186542126642907,0.307704927857063,0.134124286240716,0.22921598004639,0.120455173776088,0.362608442986488,0.356575311787509,0.0264197091809111,0.0803859175908281,0.125454639542024,0.213612037334955,0.180040840192865,0.0688280950382232,0.132894009881736,0.0100271663691403,0.065513961701292,0.0590534914389389,0.321559871839465
0.062156559343541,0.0810106236650585,0.186257415228489,0.0171711045007815,0.035238588157403,0.396326798916385,0.125055033555233,0.403659663369348,0.0195757558142002,0.204833410648546,0.42338969712374,0.139201069168218,0.0763118954243774,0.120157727407273,0.247098638133665,0.135555973681335,0.196222550659725,0.216058835659335,0.0396929205643787,0.074364623760731,0.100765902380685,0.201963773986068
0.161096327344491,0.146353671646205,0.122131672877373,0.147355834565345,0.119567438445482,0.32040672826163,0.0553082770878709,0.255391702382272,0.0243170915846167,0.318706117637836,0.295166440761618,0.0492834532960054,0.122388854829708,0.112947340272104,0.270619613873891,0.177396907100462,0.0994212668043937,0.114635541092049,0.021312913307764,0.0201114589544729,0.0561504128588152,0.165319713601512
0.126876930965857,0.0284771214025926,0.117165720435355,0.0547761214611729,0.202643463400772,0.414502576713649,0.0886136872088058,0.197314898481189,0.0160016548036987,0.282858285117551,0.36518735496788,0.228557901308456,0.0581473634949354,0.126451528954054,0.347923807567545,0.150458991279981,0.0882495867847755,0.262003665469503,0.0223523762525824,0.159162128104031,0.0602796747742461,0.323223419211288
0.0882881966375713,0.0542340583660439,0.355325062214729,0.0526532127203834,0.136237261847244,0.244637751734161,0.0506322423955997,0.445710713721282,0.020269871357831,0.19127181327456,0.37116129003012,0.137255727197729,0.0401366082564416,0.136470080253868,0.25875179428669,0.104702317710119,0.250232967050159,0.272913230458661,0.0479061173534204,0.083616235223123,0.0569181877551263,0.130186993988704
0.0948241656250066,0.078517148188346,0.350962846562985,0.0753769727077659,0.0958407665546935,0.39890805562504,0.0387279756746418,0.261147640473555,0.0441781549120263,0.162888031099042,0.350684913890838,0.0752331574907383,0.105117973624013,0.0841212069735442,0.222821212528329,0.113818334320034,0.152135966938761,0.159439172848584,0.0249528188893579,0.101052100837451,0.0411668297408033,0.345154992507494
0.130875959457524,0.0226116833681189,0.121935936145904,0.168915097832668,0.0391670297761125,0.15663335393898,0.0616376519727725,0.408234774184598,0.063012341421138,0.287887381529428,0.302347022640368,0.0632132083495291,0.101322142138919,0.116887100953598,0.377133818503895,0.0927998080458777,0.151418479316488,0.124995539781381,0.0228417749195344,0.0795570930046693,0.0577486969556827,0.202642983290296
