"","ARCA","CAHI","EROD","GITE","GOBE","GOPU","HAOD","HYGL","HYPO","MEDI","PEAI","PEDU","PLDE","POCA","POLE","PTGA","STPA","TRCY","TROR","VECY","VERO","WAAC"
"1",2.70697710129944,1.83207905954407,1.35348652560538,2.38751068784596,2.45449687487391,3.22912538418058,1.67470800846419,2.42568065792141,3.96231640472365,1.53443846096728,4.26991269799321,2.93984046825115,2.55349510343617,4.60722871229312,5.42435901343912,1.6621164645581,2.82462570277735,1.58733354932301,1.43913337379138,2.28870163129816,2.30509482487655,4.03063839568103
"2",2.61115541744366,1.51789419288202,1.51334058785348,2.7361906676442,2.40246466777518,3.35103511447605,1.36654536931631,2.48717539811529,3.66529188256115,1.64172503017724,4.24633701057266,2.70102031775995,2.66076302025815,4.67953469305196,5.5336777182754,1.58321707798541,2.88993482897927,1.61365514031628,1.38476480551565,2.38430575132477,2.28433138371187,4.04426870446939
"3",2.62321720812954,1.63639332999534,1.86472864433466,2.42715000680436,2.47989130069357,3.27085878693665,1.6124748004554,2.46267219903943,3.72162433121985,1.47119824883864,4.23194517560159,2.93871927019002,2.49211254031453,4.6787971408694,5.14715228548174,1.6499280062188,2.79711815165954,1.33188691940458,1.6443915354857,2.28918616895621,2.3029963726088,4.16074538704769
"4",2.60738078380744,1.49156465928837,1.56094150095171,2.56388638767263,2.70700909666914,3.25274336339943,1.35883023782991,2.4955525085605,3.86705118292977,1.53782860262433,4.23349302060004,2.79843260834711,2.60965942931843,4.55921803417861,5.12715457731569,1.61484300589758,2.87926762292894,1.36053113546726,1.71950751826272,2.45239027544411,2.34559542699466,4.24346125900067
"5",2.65716826069643,1.75447835554503,1.52361548426779,2.18660552034697,2.67034581427168,3.27931396271554,1.70966168803302,2.44491274255295,3.82368829242144,1.46890293726243,4.27017104491973,2.75145580363648,2.58453127222192,4.55953086799777,5.46985841767887,1.6015371591173,2.80414215642633,1.3716020789252,1.50101489561824,2.50362159444189,2.29235934495849,4.24641333554522
"6",2.66180301110437,1.8256695517689,1.60648810591215,2.30041345217554,2.71569922611055,3.37412976758388,1.44869860017166,2.5750834656014,3.67158232042966,1.5540098510331,4.2598691731976,2.71182902246301,2.53857828995821,4.58076310560388,5.22539622121952,1.57796171889773,2.85753592520879,1.55386858041871,1.46746300941494,2.44212161598251,2.32277947063665,4.18815114335009
"7",2.69596729431841,1.94650697103276,1.4248121320454,2.1190357439347,2.58010392494514,3.33867414640341,1.53756634774772,2.36230972876305,4.00680572898758,1.57486956843601,4.25160242572473,2.76708335232544,2.51201746733646,4.64606902428506,5.22911235735043,1.64959655015598,2.71019377918224,1.47995973689211,1.64791414872648,2.4048126620777,2.26568881805852,4.06178885466109
"8",2.63688938819258,1.67437101309263,1.42163686483677,2.73102766261976,2.47752191159896,3.28814195936098,1.43354822183321,2.37009451353995,3.91123989974768,1.53254889232105,4.27872252074715,2.72290932369227,2.49495641880201,4.57087201096777,5.2308955775214,1.63230823776734,2.88276759946943,1.54043968569588,1.48361712710527,2.51205459743054,2.30026523941282,4.26109606020649
"9",2.66488005507197,1.82655258749747,1.58284419625848,2.74268758094701,2.48941432723553,3.36098258934163,1.44272381803888,2.38999972263933,3.72602182098276,1.58498925722291,4.22577970496438,2.91245324427369,2.63746148143367,4.53246503830278,5.17815951734594,1.69019938644653,2.74379726589929,1.69137677387573,1.72054784403564,2.2415368324828,2.27743308934532,4.06554445855535
"10",2.63121357284695,1.67992860174159,1.74456844335383,2.71486776873216,2.55930742731806,3.39012235725635,1.56197935501532,2.3941940138949,3.83233877961743,1.59892087166366,4.20854382206028,2.82561344256871,2.57162306604895,4.69088864318049,5.33213905368848,1.59567953872317,2.87601187245606,1.67470800846419,1.55509068620434,2.2360117244092,2.29482868262499,4.16992475566109
"11",2.60873193691768,1.92382987363523,1.56589047236233,2.53084206567024,2.58506517921048,3.25903746843426,1.49160190402967,2.46275054605686,3.68161143901924,1.52103925396,4.27914077425575,2.99337569313244,2.59107737379439,4.58600953269324,5.44599848838228,1.63775165702791,2.74536820183968,1.39451277223182,1.69200711086735,2.27912523738094,2.28076148346208,4.28271656684984
"12",2.64302551755667,1.49977411644517,1.39993443705426,2.66938289706753,2.73574616131798,3.29568992969684,1.41681250772034,2.46539534487634,3.72742660157056,1.42684217693318,4.23292906684846,2.93810453545066,2.63347369904423,4.56302820206126,5.08093655493632,1.61849783820822,2.73116763713159,1.68692019931891,1.6414085121253,2.40546112854858,2.27591009705544,4.17046999585055
"13",2.68201091132976,1.61571822058705,1.42668029854297,2.0670167901187,2.56246749361142,3.38141923383606,1.48560578653238,2.39008264978971,3.93091989428534,1.40793550626646,4.24469371321923,2.84695900293981,2.57490476525229,4.61321125191299,5.07558527580186,1.66780141178195,2.85323085614206,1.52931464465893,1.66060155352907,2.3545117111079,2.27993897852042,4.26818722341151
