"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
0.506196961832375,1.88037602420892,-1.11895052848007,0.0334727262896267,-0.555507024624217,-0.269796595558918,-0.179806286218997,-0.452825450428351,-0.592366256000841,0.578325513259486,-0.925190796196421,-0.0635297199608102,-0.487470883408941,-0.801978882026266,-1.80826300448231,-0.0234931284760933,-0.868021770002597,-0.526887082724688,0.725132491487916,-0.520422805023569,-0.653419382103811,-1.10295119565189
0.587810642637022,1.46063590773403,-0.0352621603730462,0.165620673837711,0.0809597717727776,-0.286623336345991,-0.172134942293393,-0.266918721942777,-0.594153431243364,0.887873958922507,-0.812444988011185,0.0517563697850694,-0.379542722496874,-0.793746571218726,-1.37536389256599,-0.149205753535813,-1.14930433236769,-0.32221716121095,1.33835725583421,-0.366758760499688,-0.591107635880239,-0.936375386579483
0.575334872224736,1.30908169041315,-0.998663069153774,0.370047070992453,-0.254626013591086,-0.362830073583491,-0.317601924997747,-0.436457968032894,-0.650848827502356,0.74503180343219,-0.823757681068362,-0.178518664171373,-0.517628772873711,-0.771997497595004,-1.60314068165694,-0.0519302272353169,-1.02615109604562,-0.333407815211828,1.35725297951546,-0.450811890778345,-0.647633447673418,-1.14062674283287
0.613259795526072,1.69788036228164,-0.554937987760069,0.0832494510626446,0.100047171223298,-0.30689965793558,-0.0550584889557155,-0.556048328275286,-0.274342362125564,0.720669318404741,-0.812512000008094,-0.200030642858576,-0.564434784795784,-0.660414111654637,-1.66028020014486,-0.246978489460557,-0.829672299317041,-0.470222159147662,0.543753873683042,-0.487270697452156,-0.651670517604601,-1.00728573339281
0.54518507686226,1.34217303794114,-1.07412762592431,0.568730017978136,-0.395783918245978,-0.263409921371165,0.282549243542486,-0.689142232035261,-0.421588428456252,0.528840717518431,-0.789531813719407,0.0267174753477076,-0.536904279817284,-0.763550612023016,-1.58538611182761,-0.103690811207539,-0.852633767503637,-0.42959921203862,0.817479606915309,-0.477534327314986,-0.761563569638211,-0.912671910718749
0.620871884784565,1.49183383129406,-1.01146452384185,0.375938484849362,0.331715244314866,-0.395541260635973,0.135678494068422,-0.653016019177729,-0.183710707889368,0.641497377485971,-0.802488082624774,-0.232327681485516,-0.449047380538447,-0.749797322193081,-1.67764793979904,-0.167366925612058,-0.763107514397063,-0.470812341636385,1.60179205018983,-0.384217038594985,-0.547635515485594,-0.805220475026777
0.702498169784925,1.97075664815163,-1.2629235863901,0.37662394062962,0.272700852247409,-0.257228646391043,0.10272557785616,-0.610767562790912,-0.38565718369111,0.639175013307824,-0.942960720367653,-0.26355891304345,-0.671580964275204,-0.648319302295715,-1.28886690272356,-0.121742134409956,-0.956151588733853,-0.443878422446819,1.15858749431401,-0.324187706113513,-0.61017748890481,-0.659705396283563
0.547446647892811,1.53608946265217,-0.0195882655235455,0.682966846598054,-0.269954635680798,-0.41938921279712,0.16142139924473,-0.327374815253594,-0.668177737772163,0.753578134388808,-0.916243222215699,-0.0830609667087882,-0.620576623185872,-0.729018909763118,-1.34800193203175,-0.118828260222163,-0.828625605072608,-0.339916262606022,1.61293755937895,-0.304706246576197,-0.58100403198996,-1.11712829223575
0.745703326176913,1.44539731728428,0.0306565592635774,0.448298443481425,-0.638185483027861,-0.297503726497521,-0.0066205320604489,-0.506459733358503,-0.339929527152384,0.840105339830883,-0.796459776098995,-0.0746742837615245,-0.570776108986103,-0.748371790709401,-1.62458093929144,-0.0962799643831828,-0.666602736377982,-0.539020059431299,0.899731562893417,-0.364925965533368,-0.656419818856622,-0.832732297206802
0.592546285271269,1.58601020062523,-0.704733902001998,0.276069804531771,-0.456714490671706,-0.333581566779896,-0.022626354555253,-0.550473086772163,-0.116020698897297,0.599349166317701,-0.782089085481884,0.14602077943973,-0.430503195590935,-0.577430611553066,-1.35947505163327,-0.195063339663085,-1.11567968598293,-0.461110149673902,1.15432896446513,-0.312289531258622,-0.561975383147863,-0.980393619554332
