"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
0.119601678973243,0.0370505951461855,0.0852380883127033,0.338491791225882,0.197073602910613,0.063433111550732,0.213988678166051,0.0431833506968956,0.0258754768152082,0.0405089207539606,0.0427196915468806,0.00173935483864034,-0.00288948786390642,0.177098677896996,0.114012303961825,0.10247594797181,0.0698467299749184,0.0498977164892039,0.024607981555817,0.12279219343188,0.0506983525016918,0.10893415018389,-0.114865844542553,0.08360389014646,0.182996878456364,0.0152194106419853,0.0708193685063925,-0.181270601402866,0.119712684875734,0.0665727476502536,0.197024043101445,0.0466619722240938,0.0110901845419297,0.0831487568884683,0.182837861690851,-0.0975596078413566,0.132816625251626,0.0048775842517636,-0.10987935204758,-0.000534452212269209,0.135142886123494,0.15219022305296,0.254847745250445,-0.0689718417523907,-0.0998327716151722,0.0455644227675511,-0.0102029763518462,0.0692538983322642,0.141623090947394,-0.236672214395432,-0.0278328266170859,0.0910626626971651
0.144691950272713,-0.0184773429044533,0.022475588650597,0.195939665765314,0.191792442362942,0.0592912192582734,0.358955771170202,-0.0238006566520959,0.178564444563134,0.0511732928585259,0.0129973897683297,-0.00243679931080872,0.00972293643255175,0.111881726588234,0.0526296468295963,0.0514605926195131,-0.0107168930121955,0.0248205284821962,0.0248328560347951,0.173955161909437,0.0920543213554378,0.10313465006327,-0.123229503343376,0.121106015076997,0.115742330925282,0.157167187243739,0.0765954324587715,-0.00497275917203357,0.034508159798554,0.0339644508549231,0.0916994101247229,0.135274834566066,-0.152945430617119,0.107292821669905,0.20108601875418,-0.19790273282085,0.250058600032564,0.0313327491308986,-0.147382021318172,0.0885172602943801,0.132166542624962,0.0961502037927974,0.21054335584165,-0.0412022721425306,0.0857808727549855,0.0594869141113282,0.0688920788373053,0.16531972992206,0.0620659513657667,-0.27735161541837,-0.146607813784957,0.0381358591556379
0.136340962796672,0.0672402713896586,0.0782430049956044,0.29121128548121,0.0800744415894032,0.0919736609809363,0.323880911298452,-0.00569346605453289,0.148647135760273,0.0333292234677989,0.046811874180536,0.0683846639433145,0.00528426022955709,0.0971053634562454,0.0603222737163659,0.0319699610860435,0.0158333584273901,0.0760962761322388,-0.0442446496577048,0.0654334094444795,0.118402309233325,0.123627775679513,-0.103388798949882,0.0610562317315595,0.0247168525840282,0.0248237029789246,0.105318183828271,0.0581197235683162,0.0536847779340943,0.0167650234092537,0.176237197634256,-0.0500962567539818,-0.0967283486253622,0.0645744257865115,0.281505564446078,-0.0801990095616339,0.0265867074341727,-0.0774087853726249,-0.082562349642612,0.158168891044708,0.167653325271419,-0.135041049865019,0.253736901680383,0.00933654258514651,0.00205943932362467,-0.00335626212810812,0.154397090455218,0.0993174225479842,0.0287784222142613,-0.252932363849995,-0.0293632515396088,0.0721055748852479
0.0756044580570498,0.0543500150525255,0.113039403708568,0.291257964311972,0.178838443262864,0.125772956069175,0.186892864896266,-0.0247361503931845,0.128930086600459,0.0374044994629683,0.0147819879589289,0.0525014657058461,-0.0254409083153804,0.119234692044997,0.0748771926435404,0.0635854880872824,0.0543569802890873,0.090691012786136,-0.0351386373707435,0.0431601234875835,0.0540229030765946,0.165211292918735,-0.125711814649087,0.175277413518523,0.179545344535741,0.146906665786285,0.00757828317251982,-0.0700496863530458,0.0428989319880255,0.0190414859872353,0.123902122705816,0.174470753066873,-0.0255024776372231,0.220228092133967,0.188768386436226,0.0171634203124748,0.208691911026365,-0.0194160230398553,-0.0951584224140537,0.142428506466327,0.1735567752807,0.00673410986319422,0.0814922012225142,-0.168619263034613,0.111576628677177,0.189526335502093,0.239632089759276,0.137673818566981,0.0993664152684054,-0.00246322987136467,-0.0385421054325404,-0.0914502133155884
0.139935285741728,-0.0183274390792507,-0.102429559623809,0.347419297316297,0.147219101854539,0.0888295641872981,0.154756925824857,0.0399085378432937,0.035371570051389,0.0244381312713446,0.0645017900719023,0.0654874485452001,-0.00258217731249747,0.104001857262698,0.127056964857924,0.0434314256146026,0.0683078035761769,0.0144097240284167,-0.0533094155500866,0.0506116488200607,0.0577467991871367,0.177654717281589,-0.135649450483299,0.119109831607916,0.0591468520792756,-0.0970549791016132,0.109810352580154,-0.0766067793970726,0.148343472265036,0.0915646124779465,0.0857941321278099,0.136618947482272,-0.0623374589497234,0.078859416559128,0.206946979214862,-0.0409136930423048,0.0754066420005537,0.0215175142455522,-0.306705135653228,0.0269179990242772,0.101550703480469,0.12222503337584,0.0934114137168978,-0.0177463025935939,0.0145920679773243,0.0298561632516002,0.017743087860155,0.0402052595763368,0.200540199803896,0.0789132197759295,-0.0298721083283217,0.079059940025399
0.133809111076422,0.00361967838424987,0.0956284093127592,0.230799931880311,0.150047998816737,0.0810463503562687,0.185201888682122,0.046464944000701,0.0295404249313844,-0.00156471364220952,0.0401141545351918,0.0534339862197178,0.0233875199784952,0.0972149482411124,0.116293465570549,0.106601393315015,0.0468032653256684,0.108084163376766,-0.0124179171862599,0.108442950343752,0.079944756326939,0.118207598745047,-0.0266769840861969,0.0937951261678016,0.116420213551411,-0.132614638152131,0.109065130012847,-0.0103584283120904,-0.0400889037840194,0.0234228825124699,0.01003822462556,0.0808245643851822,-0.0439209235536153,0.220068960961898,0.214768017675803,0.0378206020835024,0.0559596037209706,-0.0709382503241276,-0.0722708828329944,0.0106464086981031,0.0376208867558238,0.123314234564781,0.244653704464592,-0.151294288810167,-0.0908994863293379,0.192662711406436,-0.0311899458816149,0.135069613301133,0.0371478254312128,-0.062380559240826,-0.0700155572926603,-0.0221309912352494
0.0968290339084686,0.106907664081554,-0.0038225100017852,0.299910410409195,0.212568549273461,0.0376768084466631,0.359783148997374,-0.00565207372957031,0.144220404460018,0.0846528840472824,0.0152232131404377,0.0857326668984345,-0.00987756190338419,0.0833760177471182,0.103199904491195,0.0417568186159369,-0.0154109278280229,0.000682283156082394,-0.00530834658503247,0.0808228358774322,0.0622388207590668,0.112313072019343,-0.213980427715115,0.0159015226833622,0.129977723554595,0.105755754023271,0.057208115498717,-0.147094729703436,0.0334956295900527,0.0417780127190791,0.0754699902169992,0.172434381859634,-0.184997820506638,-0.0031114227115499,0.167279650262012,0.00175991195623402,0.0329527856907476,-0.00814962327899559,-0.159188335407246,0.135114509471064,0.147099037860496,0.189063603575889,0.186305280548734,0.0306255749335511,-0.117228709600364,0.0608385888732324,0.160152858444199,0.267467654647459,0.0291127740876635,0.00118033471566688,-0.124754137976213,0.113574253655724
0.138772701866285,-0.00383064180712568,-0.029009453519084,0.31991543289257,0.134487161264317,0.0484771947733762,0.283153938264255,-0.0113453274033604,-0.00550703085909167,0.0605133495097619,0.0155318297640894,0.110709960443759,-0.0195566113987543,0.164067384329929,0.0520592508066988,0.0225745661236532,0.012899351242338,0.0435661633529693,-0.102401623782853,0.155598014215338,0.122531025749977,0.144495341562368,-0.0876322833137261,0.0817229677039312,0.210003105644345,0.0267894230420094,0.0687256141924349,0.0200720103109573,-0.00229916977137625,0.0205320955502638,0.132542890392249,-0.0447979097084209,-0.225489334166404,0.0844623180112357,0.211512880130047,0.053117988304503,0.183319619435155,-0.0200715197821156,-0.0185250486797765,-0.0235778362743763,0.050855511457241,-0.000964909428839406,0.224772057039564,-0.130499991278562,-0.135507240489283,-0.0632936006247402,0.146050654929548,0.0295712626859645,0.204868947611366,0.0538793945447397,-0.0261278209479245,-0.0699930628996785
0.118347865212393,-0.0182196957865937,0.0930095109872438,0.233351325806631,0.107573929309201,0.102880706387641,0.320233730491734,0.0418742463471105,0.129349936043749,0.0962445377774264,0.0304640997056197,0.0344454075518407,-0.0017884323964344,0.1222622501445,0.0439841357716197,0.0422751198579516,0.0907865746745316,-0.0103444723189379,-0.0108503235491998,0.0557287315703091,0.0820543040263727,0.157304245017106,-0.151234757832995,0.0396059360464644,0.1533077294163,-0.117533548671247,0.00578310544814976,-0.122680825431294,0.0496266812013581,0.0622663226779078,0.108141508330671,-0.078181862151773,-0.201432856433068,-0.00602573254782795,0.159649840145882,-7.50587142481417e-05,0.0415244931334044,-0.143247932851886,-0.196234813032288,-0.0489169666467784,0.151061414786391,-0.0588418846048927,0.229151570578371,-0.0522345417608003,-0.165883470040952,0.193660382536848,-0.00053843635832223,0.220692253973088,0.0446516829549057,-0.147867624711837,-0.0526753138350445,0.045223503410785
0.142200000991153,0.0881391031504654,-0.0846645080739916,0.291336456267083,0.100638324930859,0.130856547465243,0.128818693198003,0.0538727047353896,0.0902281213817036,0.0840382269387093,0.0133202562176778,0.0644927542492425,-0.00699717781095543,0.0931863244532289,0.100639340026529,0.0732352220424593,0.0831350856822088,0.0561841165945593,0.0105089944562316,0.105814588189104,0.0629283991813345,0.177174554288144,-0.177644833966596,-0.0336069059864546,0.220041927764386,0.163067947868546,0.0531991795657177,-0.0266891345176976,0.0887953286621268,0.0337369823165156,0.155460558002572,0.209778079903519,-0.0566620366662043,0.150981535974071,0.140150592982915,0.0281405155122285,0.112391945078163,-0.0943145904547462,-0.000964026008860016,0.109162097216909,0.0812364922046888,0.117453520091927,0.234982354269895,-0.14402135271182,0.09548827451431,-0.122136078486127,0.178718695273886,0.212942737352501,-0.0280935009867019,0.0812229760032443,-0.0881378470493427,0.0903646496120612
