"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
77.447697681421,11.5764715623451,17.834926171926,102.705725784183,96.3716588525491,82.1566836318973,12.1942096109778,46.8762550906458,62.0902603217063,19.3713196735544,293.153235248801,99.2933219376454,38.5769072204121,354.676130314569,712.359092455194,25.270476898325,51.0496645141506,12.5063413102489,6.71441135285317,122.768681095329,50.6231937101912,417.645933590436
80.2039977088276,16.6666195906139,18.3208746863575,78.1525806778548,69.5105017094831,92.4940620421046,11.1973045486404,40.5636134643378,73.6340080897876,19.4059353504255,309.876202791268,79.7797669541295,33.8763759736225,326.084778199251,873.074506712321,26.9075553747404,59.4587995592005,16.03259790736,4.91483947955806,95.2144689839065,49.896889143715,321.311209759062
75.6766580402325,19.9147296782375,17.4408230238776,64.158711649248,65.0869863998051,82.9291950053998,15.6672080692968,41.0339154007462,46.6138802864582,14.7447508436109,299.021524388146,63.3946284872911,37.1320632075649,331.867088844312,825.032175415652,23.3159474621549,46.3050963167937,12.5680880114752,6.84684724786589,116.424974126496,50.5095323909028,405.138732047253
73.6395310919273,16.5469671517965,14.3845914896964,63.263130089598,58.5967733977366,77.2607588646991,16.7503542876044,34.7919872792769,59.9182127065124,17.6238340142245,304.336369678391,63.8301480836594,33.9772719990936,322.397229315515,818.824683018898,28.6270863746287,51.857053328444,14.2871168193075,4.43167830499389,123.269681787251,50.8473728407436,231.272270289223
75.0456291228339,14.7082069362309,20.1258333530958,53.3446469865408,79.6781249634987,79.3148591068256,18.4528084085408,40.7283557096643,65.9963564699335,16.504442603685,305.809944853245,93.6593588828172,37.4960093832957,349.190911912382,770.737837286926,25.0736117027579,53.4808589521013,16.6775695299192,5.03315252874655,97.2205386313072,49.2418589184149,257.574041887702
74.6354071723768,17.5415105410876,22.6144361331883,77.2092522468286,78.8881924936614,86.3139243681147,14.8088379903362,54.1673539312125,43.0953894286465,19.297831881314,315.814093715112,76.9290731600631,37.8177841344177,325.345115159061,795.10725931233,27.2897832666305,69.9097710667332,16.3115182839011,5.17675429921724,112.104306932857,47.9627522625895,338.352723533562
77.5725426243375,12.9847360183009,17.5592596989015,51.0429266081329,88.2572838007233,74.5846006550862,13.0716707822786,37.0066948745421,65.3671126478905,20.4360245884345,288.442274898235,85.1981487763398,36.7127709909468,297.526415937533,721.304143968471,25.4765347153392,52.8860034618696,15.7667708397724,5.95668741354255,85.5864757539088,51.3724120676272,241.950295870063
79.7934766237386,15.991137191704,14.1879628164698,68.3467104233505,61.8847032236688,79.7647818828495,14.1108909564665,39.9284372586905,54.0854556196739,22.4668209171657,305.652932949558,65.7676005357686,37.0945492717105,333.399811199708,949.050680814216,25.3652218717512,77.108071771956,14.3297345291347,6.22711130629055,85.3010625776129,52.4249386220867,296.847235703021
72.0751017721042,24.0359148415889,22.9604574656611,114.034861248669,81.4139510884581,85.7092831186867,12.8084132135157,40.8408989573509,63.3006772699773,14.3677913018986,306.062746949765,85.6772560161553,37.6300958871477,367.265622830858,1114.31813100818,25.616336479577,68.1409194052211,16.4433828590132,6.10503822867044,86.985210330932,52.6412620843191,278.135453859347
71.6829164863397,19.6677357347552,27.9809921290523,90.7831430460013,96.4935566068177,90.8080383531499,18.2975710047422,40.5341464247859,45.2715749007201,22.590883460889,314.582045725299,98.6557522841488,37.0489013169499,315.904829136916,903.461404340846,26.0966884573527,56.5334391774683,15.5819391889931,5.79200279250044,115.362213139313,48.0848724959642,355.679279845419
82.4648174819823,17.9153015330828,22.5184949905346,44.6804142901172,59.3223163085773,87.0431106681752,19.1932523749816,42.097949024722,54.9406637225596,19.6230931765684,291.759334827548,57.3616660030154,41.0761201008356,293.112310367039,1084.15807505883,28.7332249868095,56.2860148119111,16.8582216619324,5.72431492911774,79.5895110773589,46.3302446698518,386.956357702215
82.6231785063768,23.5079207117196,17.6575613176193,105.376470102025,85.4341931364244,83.0768490893382,11.0050088033454,37.5140901285336,79.1175340524608,14.6776435755546,306.771793183475,102.624153678947,40.6352625163578,337.181060792397,954.029704592469,25.6746150637793,61.5862517570457,16.178248040163,7.06642034660347,87.6529460674893,52.2207551261564,235.809507079274
