"","ARCA","CAHI","EROD","GITE","GOBE","GOPU","HAOD","HYGL","HYPO","MEDI","PEAI","PEDU","PLDE","POCA","POLE","PTGA","STPA","TRCY","TROR","VECY","VERO","WAAC","ACUL","ANTO","ARCO","AVBA","BRIB","BRPE","BUSE","CAER","CHEI","CHPS","DAGL","ECPL","ELSC","GONO","GRHUGE","MOMO","NIRO","OMCO","others","POMU","PTERO","PTEX","SCER","SCHOENUS","SEGL","SINO","SOOL","STFI","UNSP1","VUBR"
"BRIB",-0.340690376569038,-0.0137029288702929,-0.00418410041841004,-0.010965829846583,-0.0172245467224547,-0.0364888423988842,-0.0047768479776848,-0.0432182705718271,-0.00814156206415621,-0.0296548117154812,-0.335425383542538,-0.012918410041841,-0.0902545327754533,-0.147384937238494,-0.0439330543933054,-0.0747384937238494,-0.0254707112970711,-0.0255055788005579,-0.0182531380753138,-0.0159344490934449,-0.535320781032078,-0.021792189679219,-0.00317294281729428,-0.000592747559274756,-0.00141213389121339,-0.000313807531380753,NA,-0.000732217573221757,-0.00306834030683403,-0.0418061366806137,-0.00481171548117155,-0.000627615062761506,-0.0028068340306834,-0.00163877266387727,-0.00205718270571827,-0.000610181311018131,-0.000296373779637378,-0.000714783821478382,-0.000435843793584379,-0.000261506276150628,-0.00153417015341702,-0.0285739191073919,-0.000244072524407252,-0.00188284518828452,-0.00332984658298466,-0.000923988842398884,-0.000313807531380753,-0.0022489539748954,-0.000854253835425384,-0.00109832635983264,-0.000592747559274756,-0.00278940027894003
"BRPE",-0.0127963737796374,-0.00054044630404463,-0.000174337517433752,-0.000226638772663877,-0.000697350069735007,-0.00135983263598326,-0.000261506276150628,-0.00167364016736402,-0.000348675034867503,-0.00111576011157601,-0.0123082287308229,-0.000488145048814505,-0.00336471408647141,-0.00542189679218968,-0.00146443514644351,-0.0028765690376569,-0.000958856345885635,-0.000610181311018131,-0.000156903765690377,-0.000592747559274756,-0.0201011157601116,-0.000610181311018131,-0.000122036262203626,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,-0.000732217573221757,NA,5.23012552301255e-05,-0.00158647140864714,-0.000174337517433752,-1.74337517433752e-05,-0.000104602510460251,-6.97350069735007e-05,-6.97350069735007e-05,-1.74337517433752e-05,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,-1.74337517433752e-05,-5.23012552301255e-05,-0.00108089260808926,-1.74337517433752e-05,-6.97350069735007e-05,-0.000139470013947001,0.000313807531380753,-1.74337517433752e-05,-8.71687587168759e-05,-3.48675034867503e-05,-3.48675034867503e-05,-1.74337517433752e-05,-0.000104602510460251
"BUSE",-0.0519874476987448,-0.00191771269177127,-0.000191771269177127,-0.00172594142259414,-0.00170850767085077,-0.00536959553695955,-0.000261506276150628,-0.00683403068340307,-0.000627615062761506,-0.0044979079497908,-0.0515516039051604,-0.00202231520223152,-0.0131101813110181,-0.0228207810320781,-0.00601464435146444,-0.0108960948396095,-0.00352161785216179,-0.00332984658298466,-0.00285913528591353,-0.00249302649930265,-0.083036959553696,-0.00247559274755927,-0.00050557880055788,-8.71687587168759e-05,-0.000226638772663877,-5.23012552301255e-05,-0.00306834030683403,5.23012552301255e-05,NA,-0.00599721059972106,0.000122036262203626,-0.000104602510460251,0.000435843793584379,-0.000261506276150628,-0.000139470013947001,-8.71687587168759e-05,-5.23012552301255e-05,-5.23012552301255e-05,-6.97350069735007e-05,-3.48675034867503e-05,0.000801952580195258,-0.0045676429567643,-3.48675034867503e-05,-0.000296373779637378,-0.000610181311018131,-0.000139470013947001,-5.23012552301255e-05,-0.000348675034867503,-0.000139470013947001,0,0.000784518828451883,-0.000435843793584379
"CAER",-0.737848675034868,-0.0289225941422594,-0.0074442119944212,-0.0214260808926081,-0.039173640167364,-0.078765690376569,-0.0131276150627615,-0.0954323570432357,-0.0185146443514644,-0.0614714086471409,-0.726778242677824,-0.0262029288702929,-0.193096234309623,-0.315010460251046,-0.0939330543933054,-0.162674337517434,-0.0483960948396095,-0.0519177126917713,-0.0397663877266388,-0.0343619246861925,-1.16680613668061,-0.0509588563458856,-0.00690376569037657,-0.00127266387726639,-0.0020397489539749,-0.000697350069735007,-0.0418061366806137,-0.00158647140864714,-0.00599721059972106,NA,-0.00995467224546722,-0.00137726638772664,-0.00559623430962343,-0.00338214783821478,-0.00428870292887029,-0.00115062761506276,-0.00047071129707113,-0.00134239888423989,-0.000958856345885635,-0.000592747559274756,-0.00264993026499303,-0.0605822873082287,-0.000523012552301255,-0.00305090655509066,-0.00788005578800558,-0.00202231520223152,-0.000697350069735007,-0.00437587168758717,-0.00151673640167364,-0.00186541143654114,-0.00109832635983264,-0.00606694560669456
"CHEI",-0.0838389121338912,-0.00284170153417015,-0.000592747559274756,-0.00268479776847978,-0.00404463040446304,-0.00894351464435146,-0.00177824267782427,-0.0100767085076708,-0.00146443514644351,-0.00679916317991632,-0.0816596931659693,-0.00317294281729428,-0.0214435146443515,-0.0355299860529986,-0.0095536959553696,-0.0175383542538354,-0.00510808926080893,-0.00594490934449093,-0.00448047419804742,-0.00390516039051604,-0.130439330543933,-0.00563110181311018,-0.000784518828451883,-0.000139470013947001,0,-6.97350069735007e-05,-0.00481171548117155,-0.000174337517433752,0.000122036262203626,-0.00995467224546722,NA,-0.000156903765690377,-0.000679916317991632,-0.000400976290097629,-0.00050557880055788,-0.000156903765690377,-6.97350069735007e-05,-0.000348675034867503,-0.000104602510460251,0.000453277545327755,-0.000209205020920502,-0.00643305439330544,-5.23012552301255e-05,-0.000453277545327755,-0.00094142259414226,-0.000226638772663877,-6.97350069735007e-05,-0.000557880055788006,-0.000209205020920502,-0.000261506276150628,0.000383542538354254,-0.000679916317991632
"CHPS",-0.0110878661087866,-0.00047071129707113,-0.000139470013947001,-0.000348675034867503,-0.000610181311018131,-0.00118549511854951,-0.000226638772663877,-0.00144700139470014,-0.000313807531380753,-0.000958856345885635,-0.010965829846583,-0.000418410041841004,-0.00292887029288703,-0.00432357043235704,-0.00142956764295676,-0.00249302649930265,-0.000836820083682008,-0.000836820083682008,-0.000592747559274756,-0.000523012552301255,-0.0174163179916318,-0.000836820083682008,-0.000104602510460251,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,-0.000627615062761506,-1.74337517433752e-05,-0.000104602510460251,-0.00137726638772664,-0.000156903765690377,NA,-8.71687587168759e-05,-5.23012552301255e-05,-6.97350069735007e-05,-1.74337517433752e-05,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,0,-5.23012552301255e-05,-0.00094142259414226,0,-5.23012552301255e-05,-0.000122036262203626,-3.48675034867503e-05,-1.74337517433752e-05,-6.97350069735007e-05,-3.48675034867503e-05,-3.48675034867503e-05,-1.74337517433752e-05,-8.71687587168759e-05
"DAGL",-0.0452057182705718,-0.00205718270571827,-0.00047071129707113,-0.00156903765690377,-0.00197001394700139,-0.00523012552301255,0.00176080892608089,-0.00638075313807531,-0.000313807531380753,-0.00392259414225941,-0.0477859135285914,-0.00184797768479777,-0.012221059972106,-0.0207635983263598,-0.00472454672245467,-0.0098326359832636,-0.00177824267782427,-0.00367852161785216,-0.00244072524407252,-0.00228382147838215,-0.0767085076708508,-0.00317294281729428,-0.000453277545327755,-8.71687587168759e-05,-0.000209205020920502,-5.23012552301255e-05,-0.0028068340306834,-0.000104602510460251,0.000435843793584379,-0.00559623430962343,-0.000679916317991632,-8.71687587168759e-05,NA,-0.000226638772663877,0.000749651324965132,-8.71687587168759e-05,-3.48675034867503e-05,-0.000209205020920502,-6.97350069735007e-05,-3.48675034867503e-05,0.000645048814504881,-0.00381799163179916,-3.48675034867503e-05,0.000784518828451883,0.000662482566248257,-0.000139470013947001,-5.23012552301255e-05,-0.000139470013947001,-0.000122036262203626,-0.000156903765690377,-8.71687587168759e-05,-0.000226638772663877
"ECPL",-0.0282252440725244,-0.00120292887029289,-0.000383542538354254,-0.000906555090655509,-0.00155160390516039,-0.00305090655509066,-0.000610181311018131,-0.00338214783821478,-0.000801952580195258,-0.00179567642956764,-0.028068340306834,-0.000906555090655509,-0.00753138075313808,-0.0125,-0.00366108786610879,-0.00625871687587169,0.000627615062761506,-0.00214435146443515,-0.00151673640167364,-0.00132496513249651,-0.0448919107391911,-0.00214435146443515,-0.000261506276150628,-5.23012552301255e-05,-0.000122036262203626,-3.48675034867503e-05,-0.00163877266387727,-6.97350069735007e-05,-0.000261506276150628,-0.00338214783821478,-0.000400976290097629,-5.23012552301255e-05,-0.000226638772663877,NA,-0.000174337517433752,-5.23012552301255e-05,-1.74337517433752e-05,-0.000122036262203626,0.000313807531380753,-1.74337517433752e-05,5.23012552301255e-05,-0.00190027894002789,-1.74337517433752e-05,-0.000156903765690377,3.48675034867503e-05,-6.97350069735007e-05,-3.48675034867503e-05,-0.000191771269177127,-6.97350069735007e-05,-8.71687587168759e-05,-5.23012552301255e-05,-0.000226638772663877
"ELSC",-0.0346059972105997,-0.00132496513249651,-0.000296373779637378,-0.00115062761506276,-0.00195258019525802,-0.00381799163179916,-0.000400976290097629,-0.00467224546722455,-0.000122036262203626,-0.00312064156206416,-0.035407949790795,-0.00134239888423989,-0.00875174337517434,-0.0146269177126918,-0.00285913528591353,-0.0080718270571827,-0.00183054393305439,-0.00233612273361227,-0.00174337517433752,-0.00167364016736402,-0.0561192468619247,-0.00235355648535565,-0.000331241283124128,-6.97350069735007e-05,-0.000139470013947001,-3.48675034867503e-05,-0.00205718270571827,-6.97350069735007e-05,-0.000139470013947001,-0.00428870292887029,-0.00050557880055788,-6.97350069735007e-05,0.000749651324965132,-0.000174337517433752,NA,-6.97350069735007e-05,-3.48675034867503e-05,-0.000139470013947001,-5.23012552301255e-05,-3.48675034867503e-05,-0.000156903765690377,-0.00305090655509066,-1.74337517433752e-05,-0.000191771269177127,-0.000400976290097629,-0.000104602510460251,-3.48675034867503e-05,-0.000226638772663877,-8.71687587168759e-05,-0.000122036262203626,-6.97350069735007e-05,-0.000296373779637378
"GONO",-0.0101464435146444,-0.000104602510460251,3.48675034867503e-05,-0.000174337517433752,-0.000575313807531381,-0.00113319386331939,-0.000226638772663877,-0.00139470013947001,5.23012552301255e-05,-0.000923988842398884,-0.00967573221757322,-0.000400976290097629,-0.00263249651324965,-0.0044979079497908,-0.00118549511854951,-0.00223152022315202,-0.000278940027894003,-0.000278940027894003,-0.000575313807531381,-0.000488145048814505,-0.016405160390516,-0.000801952580195258,0.000244072524407252,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,-0.000610181311018131,-1.74337517433752e-05,-8.71687587168759e-05,-0.00115062761506276,-0.000156903765690377,-1.74337517433752e-05,-8.71687587168759e-05,-5.23012552301255e-05,-6.97350069735007e-05,NA,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,0,0.000122036262203626,-0.000906555090655509,0,-5.23012552301255e-05,-0.000122036262203626,-3.48675034867503e-05,-1.74337517433752e-05,-6.97350069735007e-05,-3.48675034867503e-05,-3.48675034867503e-05,-1.74337517433752e-05,-8.71687587168759e-05
"GRHUGE",-0.0051255230125523,-0.000209205020920502,-6.97350069735007e-05,-0.000156903765690377,-0.000278940027894003,-0.00054044630404463,-0.000104602510460251,-0.000662482566248257,-0.000139470013947001,-0.000278940027894003,-0.0050557880055788,-0.000191771269177127,-0.00134239888423989,-0.00135983263598326,-0.000662482566248257,-0.00115062761506276,-3.48675034867504e-05,-0.000383542538354254,-0.000278940027894003,-0.000244072524407252,-0.00803695955369596,-0.000383542538354254,-5.23012552301255e-05,-1.74337517433752e-05,-1.74337517433752e-05,0,-0.000296373779637378,-1.74337517433752e-05,-5.23012552301255e-05,-0.00047071129707113,-6.97350069735007e-05,-1.74337517433752e-05,-3.48675034867503e-05,-1.74337517433752e-05,-3.48675034867503e-05,-1.74337517433752e-05,NA,-1.74337517433752e-05,0,0,-1.74337517433752e-05,-0.000435843793584379,0,-3.48675034867503e-05,-5.23012552301255e-05,-1.74337517433752e-05,0,-3.48675034867503e-05,-1.74337517433752e-05,-1.74337517433752e-05,-1.74337517433752e-05,-3.48675034867503e-05
"MOMO",-0.0229951185495119,-0.000348675034867503,-0.000331241283124128,-0.000784518828451883,-0.000819386331938633,-0.0024581589958159,-0.000174337517433752,-0.00270223152022315,-0.000523012552301255,-0.00129009762900976,-0.0242852161785216,-5.23012552301255e-05,-0.00634588563458856,-0.00995467224546722,-0.00212691771269177,-0.0050557880055788,-0.00134239888423989,-0.00184797768479777,-0.00132496513249651,-0.00115062761506276,-0.0381624825662483,-0.000296373779637378,-0.000226638772663877,-3.48675034867503e-05,-0.000104602510460251,0.000331241283124128,-0.000714783821478382,-5.23012552301255e-05,-5.23012552301255e-05,-0.00134239888423989,-0.000348675034867503,-5.23012552301255e-05,-0.000209205020920502,-0.000122036262203626,-0.000139470013947001,-5.23012552301255e-05,-1.74337517433752e-05,NA,-3.48675034867503e-05,-1.74337517433752e-05,-0.000104602510460251,-0.00176080892608089,-1.74337517433752e-05,-0.000139470013947001,-0.000278940027894003,-6.97350069735007e-05,-1.74337517433752e-05,0.000366108786610879,-6.97350069735007e-05,-8.71687587168759e-05,0.000139470013947001,-0.000209205020920502
"NIRO",-0.00767085076708508,-0.000331241283124128,-0.000104602510460251,-0.000244072524407252,-0.000418410041841004,-0.000819386331938633,1.74337517433752e-05,0.000226638772663877,-0.000209205020920502,-0.000488145048814505,-0.00740934449093445,-0.000296373779637378,-0.00202231520223152,-0.00319037656903766,-0.00097629009762901,-0.000854253835425384,0.000645048814504881,-0.000575313807531381,-0.000400976290097629,-0.000348675034867503,-0.0118898186889819,-0.000400976290097629,-6.97350069735007e-05,-1.74337517433752e-05,-3.48675034867503e-05,0,-0.000435843793584379,-1.74337517433752e-05,-6.97350069735007e-05,-0.000958856345885635,-0.000104602510460251,-1.74337517433752e-05,-6.97350069735007e-05,0.000313807531380753,-5.23012552301255e-05,-1.74337517433752e-05,0,-3.48675034867503e-05,NA,0,-3.48675034867503e-05,-0.00047071129707113,0,-3.48675034867503e-05,-8.71687587168759e-05,-1.74337517433752e-05,0,-5.23012552301255e-05,-1.74337517433752e-05,-1.74337517433752e-05,-1.74337517433752e-05,-6.97350069735007e-05
"OMCO",-0.00468967921896792,-1.74337517433752e-05,0.000627615062761506,-0.000156903765690377,-8.71687587168759e-05,-0.00050557880055788,-0.000104602510460251,-0.000261506276150628,-0.000122036262203626,-0.000400976290097629,-0.00411436541143654,-0.000174337517433752,-0.00106345885634589,-0.00205718270571827,0.000261506276150628,-0.00106345885634589,-0.000348675034867503,-0.000348675034867503,-0.000244072524407252,-0.000226638772663877,-0.00667712691771269,-0.000348675034867503,-3.48675034867503e-05,0,-1.74337517433752e-05,0,-0.000261506276150628,-1.74337517433752e-05,-3.48675034867503e-05,-0.000592747559274756,0.000453277545327755,0,-3.48675034867503e-05,-1.74337517433752e-05,-3.48675034867503e-05,0,0,-1.74337517433752e-05,0,NA,-1.74337517433752e-05,-0.000400976290097629,0,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,0,-3.48675034867503e-05,-1.74337517433752e-05,-1.74337517433752e-05,0,-3.48675034867503e-05
"others",-0.0249476987447699,-0.00113319386331939,-0.000348675034867503,-0.000679916317991632,-0.00111576011157601,-0.00268479776847978,-5.23012552301255e-05,-0.00332984658298466,-0.000749651324965132,-0.00163877266387727,-0.0258716875871688,-0.000836820083682008,-0.00690376569037657,-0.0107043235704324,-0.00345188284518828,-0.00517782426778243,-0.00115062761506276,-0.00132496513249651,-0.00142956764295676,-0.00125523012552301,-0.0415271966527197,-0.00184797768479777,-0.000244072524407252,0.000296373779637378,-0.000104602510460251,-1.74337517433752e-05,-0.00153417015341702,-5.23012552301255e-05,0.000801952580195258,-0.00264993026499303,-0.000209205020920502,-5.23012552301255e-05,0.000645048814504881,5.23012552301255e-05,-0.000156903765690377,0.000122036262203626,-1.74337517433752e-05,-0.000104602510460251,-3.48675034867503e-05,-1.74337517433752e-05,NA,-0.0021094839609484,-1.74337517433752e-05,0.000732217573221757,5.23012552301255e-05,-6.97350069735007e-05,-1.74337517433752e-05,-0.000174337517433752,-6.97350069735007e-05,-8.71687587168759e-05,0.000122036262203626,-0.000226638772663877
"POMU",-0.502928870292887,-0.0211994421199442,-0.00657252440725244,-0.016265690376569,-0.0273012552301255,-0.0534693165969317,-0.00950139470013947,-0.064313110181311,-0.0138249651324965,-0.0439156206415621,-0.498029986052999,-0.0191596931659693,-0.133629707112971,-0.21786959553696,-0.0652196652719665,-0.109850069735007,-0.0329323570432357,-0.0381101813110181,-0.027092050209205,-0.0236576011157601,-0.795641562064156,-0.0376046025104603,-0.0047071129707113,-0.000871687587168759,-0.0021094839609484,-0.00047071129707113,-0.0285739191073919,-0.00108089260808926,-0.0045676429567643,-0.0605822873082287,-0.00643305439330544,-0.00094142259414226,-0.00381799163179916,-0.00190027894002789,-0.00305090655509066,-0.000906555090655509,-0.000435843793584379,-0.00176080892608089,-0.00047071129707113,-0.000400976290097629,-0.0021094839609484,NA,-0.000366108786610879,-0.00278940027894003,-0.00432357043235704,-0.00137726638772664,-0.00047071129707113,-0.00332984658298466,-0.00109832635983264,-0.00111576011157601,-0.000871687587168759,-0.00413179916317992
"PTERO",-0.00427126917712692,-0.000174337517433752,0.000122036262203626,-0.000139470013947001,-0.000226638772663877,-0.000453277545327755,-8.71687587168759e-05,-0.000557880055788006,-0.000122036262203626,-0.000366108786610879,-0.00421896792189679,-0.000156903765690377,-0.00094142259414226,-0.00169107391910739,-0.00054044630404463,-0.000958856345885635,-0.000313807531380753,-0.000313807531380753,-0.000226638772663877,-0.000191771269177127,-0.00669456066945607,-0.000139470013947001,-3.48675034867503e-05,0,-1.74337517433752e-05,0,-0.000244072524407252,-1.74337517433752e-05,-3.48675034867503e-05,-0.000523012552301255,-5.23012552301255e-05,0,-3.48675034867503e-05,-1.74337517433752e-05,-1.74337517433752e-05,0,0,-1.74337517433752e-05,0,0,-1.74337517433752e-05,-0.000366108786610879,NA,-1.74337517433752e-05,-5.23012552301255e-05,-1.74337517433752e-05,0,-3.48675034867503e-05,-1.74337517433752e-05,-1.74337517433752e-05,0.000174337517433752,-3.48675034867503e-05
"PTEX",-0.0321478382147838,-0.00137726638772664,-0.000435843793584379,-0.00104602510460251,-0.00177824267782427,-0.00350418410041841,0.000697350069735007,-0.00427126917712692,-0.000906555090655509,-0.00198744769874477,-0.0324616457461646,-0.00123779637377964,-0.00864714086471409,-0.0143654114365411,-0.00421896792189679,-0.00634588563458856,-0.00195258019525802,-0.00176080892608089,-0.00174337517433752,-0.00153417015341702,-0.0516039051603905,-0.00247559274755927,-0.000296373779637378,-5.23012552301255e-05,-0.000139470013947001,-3.48675034867503e-05,-0.00188284518828452,-6.97350069735007e-05,-0.000296373779637378,-0.00305090655509066,-0.000453277545327755,-5.23012552301255e-05,0.000784518828451883,-0.000156903765690377,-0.000191771269177127,-5.23012552301255e-05,-3.48675034867503e-05,-0.000139470013947001,-3.48675034867503e-05,-1.74337517433752e-05,0.000732217573221757,-0.00278940027894003,-1.74337517433752e-05,NA,-0.000191771269177127,-8.71687587168759e-05,-3.48675034867503e-05,-0.000209205020920502,0.000958856345885635,-0.000104602510460251,-5.23012552301255e-05,-0.000261506276150628
"SCER",-0.06528940027894,-0.00214435146443515,-0.000714783821478382,-0.00216178521617852,-0.00366108786610879,-0.00700836820083682,0.000139470013947002,-0.00878661087866109,-0.00188284518828452,-0.00500348675034868,-0.0636506276150628,-0.00184797768479777,-0.017241980474198,-0.0273884239888424,-0.00864714086471409,-0.0111750348675035,-0.00176080892608089,-0.00453277545327755,-0.00359135285913529,-0.00313807531380753,-0.103608786610879,-0.00455020920502092,-0.000627615062761506,0.000749651324965132,-0.000278940027894003,-6.97350069735007e-05,-0.00332984658298466,-0.000139470013947001,-0.000610181311018131,-0.00788005578800558,-0.00094142259414226,-0.000122036262203626,0.000662482566248257,3.48675034867503e-05,-0.000400976290097629,-0.000122036262203626,-5.23012552301255e-05,-0.000278940027894003,-8.71687587168759e-05,-5.23012552301255e-05,5.23012552301255e-05,-0.00432357043235704,-5.23012552301255e-05,-0.000191771269177127,NA,-0.000174337517433752,-6.97350069735007e-05,-0.000435843793584379,-0.000174337517433752,0.000139470013947001,-0.000122036262203626,-0.00054044630404463
"SCHOENUS",-0.0162133891213389,-0.000679916317991632,-0.000209205020920502,-0.000523012552301255,-0.000889121338912134,-0.00172594142259414,-0.000348675034867503,-0.0021094839609484,-0.000453277545327755,-0.00141213389121339,-0.0160216178521618,-0.000610181311018131,-0.00427126917712692,-0.00692119944211995,-0.00207461645746165,-0.00364365411436541,-0.00122036262203626,-0.00122036262203626,-0.000523012552301255,-0.000749651324965132,-0.0254707112970711,-0.00122036262203626,-0.000156903765690377,-3.48675034867503e-05,-6.97350069735007e-05,-1.74337517433752e-05,-0.000923988842398884,0.000313807531380753,-0.000139470013947001,-0.00202231520223152,-0.000226638772663877,-3.48675034867503e-05,-0.000139470013947001,-6.97350069735007e-05,-0.000104602510460251,-3.48675034867503e-05,-1.74337517433752e-05,-6.97350069735007e-05,-1.74337517433752e-05,-1.74337517433752e-05,-6.97350069735007e-05,-0.00137726638772664,-1.74337517433752e-05,-8.71687587168759e-05,-0.000174337517433752,NA,-1.74337517433752e-05,-0.000104602510460251,-3.48675034867503e-05,-5.23012552301255e-05,-3.48675034867503e-05,-0.000139470013947001
"SEGL",-0.00554393305439331,-0.000226638772663877,-6.97350069735007e-05,-0.000174337517433752,-0.000296373779637378,-0.000592747559274756,-0.000122036262203626,-0.000714783821478382,-0.000156903765690377,-0.000488145048814505,-0.0054741980474198,-0.000209205020920502,-0.00146443514644351,-0.00137726638772664,-0.00054044630404463,-0.000383542538354254,0.000278940027894003,-0.000418410041841004,-0.000296373779637378,-0.000261506276150628,-0.00871687587168759,-0.000418410041841004,-5.23012552301255e-05,-1.74337517433752e-05,-1.74337517433752e-05,0,-0.000313807531380753,-1.74337517433752e-05,-5.23012552301255e-05,-0.000697350069735007,-6.97350069735007e-05,-1.74337517433752e-05,-5.23012552301255e-05,-3.48675034867503e-05,-3.48675034867503e-05,-1.74337517433752e-05,0,-1.74337517433752e-05,0,0,-1.74337517433752e-05,-0.00047071129707113,0,-3.48675034867503e-05,-6.97350069735007e-05,-1.74337517433752e-05,NA,-3.48675034867503e-05,-1.74337517433752e-05,-1.74337517433752e-05,-1.74337517433752e-05,-5.23012552301255e-05
"SINO",-0.0383542538354254,-0.000261506276150628,-0.000174337517433752,-0.00125523012552301,-0.00142956764295676,-0.00331241283124128,-0.000819386331938633,-0.00493375174337517,-0.000226638772663877,-0.00167364016736402,-0.0377440725244073,-0.000610181311018131,-0.0103382147838215,-0.0157775453277545,-0.00486401673640167,-0.0077928870292887,-0.00296373779637378,-0.0029463040446304,-0.00209205020920502,-0.00183054393305439,-0.0616457461645746,-0.00244072524407252,-0.000366108786610879,0.000104602510460251,-0.000156903765690377,0.000488145048814505,-0.0022489539748954,-8.71687587168759e-05,-0.000348675034867503,-0.00437587168758717,-0.000557880055788006,-6.97350069735007e-05,-0.000139470013947001,-0.000191771269177127,-0.000226638772663877,-6.97350069735007e-05,-3.48675034867503e-05,0.000366108786610879,-5.23012552301255e-05,-3.48675034867503e-05,-0.000174337517433752,-0.00332984658298466,-3.48675034867503e-05,-0.000209205020920502,-0.000435843793584379,-0.000104602510460251,-3.48675034867503e-05,NA,-0.000104602510460251,-0.000122036262203626,-6.97350069735007e-05,-0.000313807531380753
"SOOL",-0.0147489539748954,-0.000627615062761506,0.000156903765690377,-0.00047071129707113,-0.000645048814504881,-0.00158647140864714,0.000209205020920502,-0.00108089260808926,-6.97350069735007e-05,-0.00113319386331939,-0.0140516039051604,-0.000557880055788006,-0.00376569037656904,-0.00549163179916318,-0.00191771269177127,-0.0026673640167364,-0.000958856345885635,-0.000767085076708508,-0.000801952580195258,-0.000697350069735007,-0.0234483960948396,-0.000767085076708508,-0.000139470013947001,-1.74337517433752e-05,-6.97350069735007e-05,-1.74337517433752e-05,-0.000854253835425384,-3.48675034867503e-05,-0.000139470013947001,-0.00151673640167364,-0.000209205020920502,-3.48675034867503e-05,-0.000122036262203626,-6.97350069735007e-05,-8.71687587168759e-05,-3.48675034867503e-05,-1.74337517433752e-05,-6.97350069735007e-05,-1.74337517433752e-05,-1.74337517433752e-05,-6.97350069735007e-05,-0.00109832635983264,-1.74337517433752e-05,0.000958856345885635,-0.000174337517433752,-3.48675034867503e-05,-1.74337517433752e-05,-0.000104602510460251,NA,-5.23012552301255e-05,0.00050557880055788,-0.000122036262203626
"STFI",-0.0184972105997211,-0.000801952580195258,-0.000261506276150628,-0.000610181311018131,-0.000871687587168759,-0.0020397489539749,0.000296373779637378,-0.00214435146443515,-0.00054044630404463,-0.00149930264993026,-0.0177475592747559,-0.000732217573221757,-0.00488145048814505,-0.00822873082287308,-0.0024581589958159,-0.00397489539748954,-0.000923988842398884,-0.00144700139470014,-0.00102859135285914,-0.000889121338912134,-0.0301603905160391,-0.00144700139470014,-0.000174337517433752,-3.48675034867503e-05,-8.71687587168759e-05,-1.74337517433752e-05,-0.00109832635983264,-3.48675034867503e-05,0,-0.00186541143654114,-0.000261506276150628,-3.48675034867503e-05,-0.000156903765690377,-8.71687587168759e-05,-0.000122036262203626,-3.48675034867503e-05,-1.74337517433752e-05,-8.71687587168759e-05,-1.74337517433752e-05,-1.74337517433752e-05,-8.71687587168759e-05,-0.00111576011157601,-1.74337517433752e-05,-0.000104602510460251,0.000139470013947001,-5.23012552301255e-05,-1.74337517433752e-05,-0.000122036262203626,-5.23012552301255e-05,NA,-3.48675034867503e-05,-0.000156903765690377
"UNSP1",-0.0102336122733612,-0.000435843793584379,3.48675034867503e-05,-0.000331241283124128,-0.000557880055788006,-0.00109832635983264,0.000139470013947001,-0.00132496513249651,6.97350069735007e-05,-0.000889121338912134,-0.0101115760111576,-0.000383542538354254,-0.0025278940027894,-0.00378312412831241,-0.00130753138075314,-0.00195258019525802,-0.000767085076708508,-0.000592747559274756,-0.00054044630404463,-0.00047071129707113,-0.0160913528591353,-0.000244072524407253,-8.71687587168759e-05,-1.74337517433752e-05,-3.48675034867503e-05,-1.74337517433752e-05,-0.000592747559274756,-1.74337517433752e-05,0.000784518828451883,-0.00109832635983264,0.000383542538354254,-1.74337517433752e-05,-8.71687587168759e-05,-5.23012552301255e-05,-6.97350069735007e-05,-1.74337517433752e-05,-1.74337517433752e-05,0.000139470013947001,-1.74337517433752e-05,0,0.000122036262203626,-0.000871687587168759,0.000174337517433752,-5.23012552301255e-05,-0.000122036262203626,-3.48675034867503e-05,-1.74337517433752e-05,-6.97350069735007e-05,0.00050557880055788,-3.48675034867503e-05,NA,-8.71687587168759e-05
